OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
1947,03-12-2013,46,Distributor,USD,NXH382,47,1,12,247.9,2974.8,123.95
1948,03-12-2013,49,Wholesale,USD,AXW291,10,12,6,1165.8,6994.8,897.666
1949,03-12-2013,32,Distributor,USD,AXW291,18,13,11,6425.3,70678.3,3212.65
1950,03-12-2013,28,Distributor,USD,GUT930,32,11,5,1293.1,6465.5,956.894
1951,04-12-2013,38,Wholesale,USD,AXW291,21,6,10,6197.5,61975,3594.55
1952,04-12-2013,12,Wholesale,USD,NXH382,59,11,6,5869.2,35215.2,3462.828
1953,04-12-2013,31,Distributor,USD,GUT930,45,11,11,1098.8,12086.8,593.352
1954,04-12-2013,25,Wholesale,USD,GUT930,44,5,6,1072,6432,889.76
1955,04-12-2013,26,Wholesale,USD,NXH382,57,9,8,6532.5,52260,3984.825
1956,04-12-2013,19,Wholesale,USD,AXW291,22,9,5,3946.3,19731.5,2367.78
1957,04-12-2013,17,Wholesale,USD,AXW291,23,1,9,1031.8,9286.2,835.758
1958,05-12-2013,15,Distributor,USD,NXH382,57,1,5,5172.4,25862,3258.612
1959,05-12-2013,23,Export,USD,NXH382,55,12,8,2512.5,20100,1306.5
1960,05-12-2013,42,Export,USD,NXH382,55,2,11,2639.8,29037.8,2032.646
1961,05-12-2013,19,Export,USD,NXH382,56,2,12,1051.9,12622.8,662.697
1962,05-12-2013,5,Wholesale,USD,NXH382,47,7,9,1051.9,9467.1,757.368
1963,05-12-2013,33,Wholesale,USD,GUT930,34,13,7,2003.3,14023.1,1482.442
1964,05-12-2013,33,Wholesale,USD,AXW291,26,9,7,837.5,5862.5,502.5
1965,05-12-2013,40,Wholesale,USD,GUT930,43,11,7,5815.6,40709.2,4303.544
1966,05-12-2013,23,Wholesale,USD,AXW291,7,2,10,1172.5,11725,973.175
1967,05-12-2013,3,Distributor,USD,AXW291,16,13,9,1118.9,10070.1,716.096
1968,05-12-2013,23,Wholesale,USD,NXH382,51,7,9,3845.8,34612.2,3230.472
1969,06-12-2013,40,Export,USD,AXW291,5,10,6,2586.2,15517.2,1034.48
1970,06-12-2013,29,Wholesale,USD,AXW291,25,7,7,5165.7,36159.9,2066.28
1971,06-12-2013,26,Distributor,USD,AXW291,3,2,10,3155.7,31557,1262.28
1972,06-12-2013,43,Export,USD,NXH382,47,5,7,2304.8,16133.6,1613.36
1973,06-12-2013,26,Wholesale,USD,GUT930,33,2,7,3839.1,26873.7,2802.543
1974,07-12-2013,44,Wholesale,USD,NXH382,48,9,8,1005,8040,723.6
1975,07-12-2013,19,Wholesale,USD,AXW291,30,11,9,2525.9,22733.1,1768.13
1976,07-12-2013,8,Wholesale,USD,AXW291,27,1,11,1922.9,21151.9,1365.259
1977,08-12-2013,6,Distributor,USD,NXH382,53,7,5,6371.7,31858.5,4587.624
1978,08-12-2013,36,Distributor,USD,NXH382,52,5,12,3986.5,47838,2670.955
1979,08-12-2013,7,Distributor,USD,GUT930,39,9,12,1835.8,22029.6,1193.27
1980,08-12-2013,12,Wholesale,USD,AXW291,25,13,8,871,6968,574.86
1981,08-12-2013,5,Wholesale,USD,AXW291,6,13,11,3731.9,41050.9,2910.882
1982,08-12-2013,22,Distributor,USD,GUT930,38,2,6,1976.5,11859,968.485
1983,08-12-2013,19,Wholesale,USD,AXW291,29,9,12,3537.6,42451.2,3006.96
1984,09-12-2013,32,Export,USD,AXW291,24,9,12,2405.3,28863.6,1803.975
1985,09-12-2013,43,Export,USD,GUT930,42,5,9,3075.3,27677.7,2490.993
1986,09-12-2013,29,Export,USD,GUT930,40,11,10,221.1,2211,108.339
1987,09-12-2013,49,Distributor,USD,GUT930,36,7,8,891.1,7128.8,632.681
1988,09-12-2013,49,Wholesale,USD,GUT930,46,1,9,1226.1,11034.9,944.097
1989,09-12-2013,28,Wholesale,USD,AXW291,5,2,7,5721.8,40052.6,4176.914
1990,09-12-2013,23,Distributor,USD,AXW291,21,11,6,3202.6,19215.6,1473.196
1991,10-12-2013,31,Wholesale,USD,GUT930,45,11,5,1721.9,8609.5,1394.739
1992,10-12-2013,32,Export,USD,NXH382,49,14,11,897.8,9875.8,493.79
1993,10-12-2013,12,Export,USD,NXH382,55,2,5,1051.9,5259.5,736.33
1994,10-12-2013,43,Wholesale,USD,GUT930,43,5,7,904.5,6331.5,397.98
1995,10-12-2013,19,Distributor,USD,AXW291,5,9,5,2673.3,13366.5,1202.985
1996,10-12-2013,28,Wholesale,USD,GUT930,45,9,12,1065.3,12783.6,745.71
1997,10-12-2013,1,Distributor,USD,FLR025,61,11,11,2010,22110,864.3
1998,11-12-2013,8,Wholesale,USD,FLR025,64,1,10,850.9,8509,706.247
1999,11-12-2013,41,Wholesale,USD,GUT930,43,13,8,2465.6,19724.8,1676.608
2000,11-12-2013,23,Wholesale,USD,GUT930,36,2,5,3872.6,19363,2284.834
2001,11-12-2013,40,Wholesale,USD,NXH382,51,2,5,254.6,1273,145.122
2002,11-12-2013,24,Distributor,USD,AXW291,16,5,12,3182.5,38190,2004.975
2003,11-12-2013,4,Wholesale,USD,GUT930,41,7,10,1112.2,11122,745.174
2004,11-12-2013,12,Wholesale,USD,GUT930,33,7,8,917.9,7343.2,596.635
2005,11-12-2013,2,Wholesale,USD,GUT930,34,7,10,1922.9,19229,846.076
2006,11-12-2013,14,Wholesale,USD,AXW291,24,1,11,1996.6,21962.6,1078.164
2007,11-12-2013,19,Distributor,USD,AXW291,23,1,8,3966.4,31731.2,2379.84
2008,11-12-2013,27,Distributor,USD,AXW291,20,5,9,783.9,7055.1,470.34
2009,11-12-2013,42,Wholesale,USD,AXW291,30,5,5,830.8,4154,440.324
2010,12-12-2013,4,Distributor,USD,NXH382,56,1,11,1045.2,11497.2,543.504
2011,12-12-2013,35,Wholesale,USD,AXW291,25,10,9,1025.1,9225.9,512.55
2012,12-12-2013,35,Distributor,USD,AXW291,7,5,11,5319.8,58517.8,3298.276
2013,12-12-2013,13,Export,USD,GUT930,44,1,6,897.8,5386.8,430.944
2014,12-12-2013,24,Wholesale,USD,GUT930,44,11,12,1969.8,23637.6,1477.35
2015,12-12-2013,39,Wholesale,USD,NXH382,52,7,7,1112.2,7785.4,678.442
2016,13-12-2013,42,Wholesale,USD,AXW291,30,1,8,1045.2,8361.6,752.544
2017,13-12-2013,45,Wholesale,USD,AXW291,4,5,9,1031.8,9286.2,412.72
2018,13-12-2013,23,Wholesale,USD,AXW291,30,13,7,2365.1,16555.7,1087.946
2019,13-12-2013,13,Distributor,USD,NXH382,53,4,12,234.5,2814,105.525
2020,13-12-2013,18,Wholesale,USD,GUT930,38,13,11,2572.8,28300.8,1852.416
2021,13-12-2013,39,Distributor,USD,GUT930,34,6,10,174.2,1742,87.1
2022,13-12-2013,43,Export,USD,NXH382,56,9,6,1105.5,6633,464.31
2023,14-12-2013,9,Distributor,USD,GUT930,35,11,8,3832.4,30659.2,3180.892
2024,14-12-2013,21,Wholesale,USD,NXH382,58,10,12,3939.6,47275.2,3230.472
2025,14-12-2013,16,Distributor,USD,AXW291,25,12,6,1085.4,6512.4,868.32
2026,14-12-2013,9,Export,USD,AXW291,11,12,9,2619.7,23577.3,1571.82
2027,14-12-2013,33,Distributor,USD,AXW291,8,7,8,3383.5,27068,2672.965
2028,14-12-2013,1,Wholesale,USD,NXH382,48,2,11,817.4,8991.4,335.134
2029,14-12-2013,38,Wholesale,USD,AXW291,9,11,5,1078.7,5393.5,550.137
2030,15-12-2013,26,Distributor,USD,AXW291,16,2,11,6204.2,68246.2,4280.898
2031,15-12-2013,43,Wholesale,USD,AXW291,6,3,11,5299.7,58296.7,4186.763
2032,15-12-2013,47,Distributor,USD,AXW291,29,13,7,201,1407,142.71
2033,15-12-2013,34,Wholesale,USD,AXW291,24,6,10,3396.9,33969,2377.83
2034,15-12-2013,48,Wholesale,USD,GUT930,42,11,8,1065.3,8522.4,681.792
2035,15-12-2013,10,Distributor,USD,NXH382,56,1,11,3973.1,43704.1,3257.942
2036,15-12-2013,14,Wholesale,USD,GUT930,38,12,9,1983.2,17848.8,1170.088
2037,15-12-2013,43,Wholesale,USD,FLR025,64,2,5,1929.6,9648,1466.496
2038,16-12-2013,49,Distributor,USD,FLR025,65,5,6,891.1,5346.6,481.194
2039,16-12-2013,38,Wholesale,USD,GUT930,37,12,12,3999.9,47998.8,2239.944
2040,16-12-2013,4,Distributor,USD,AXW291,30,2,6,1809,10854,1519.56
2041,16-12-2013,17,Distributor,USD,GUT930,40,6,11,3430.4,37734.4,2744.32
2042,16-12-2013,12,Distributor,USD,GUT930,42,2,8,2519.2,20153.6,1259.6
2043,16-12-2013,2,Wholesale,USD,AXW291,15,7,12,1011.7,12140.4,536.201
2044,17-12-2013,5,Wholesale,USD,NXH382,57,13,7,214.4,1500.8,135.072
2045,17-12-2013,38,Wholesale,USD,AXW291,25,9,8,2324.9,18599.2,1464.687
2046,17-12-2013,34,Distributor,USD,GUT930,36,14,8,2552.7,20421.6,1761.363
2047,17-12-2013,46,Wholesale,USD,AXW291,1,11,9,1775.5,15979.5,994.28
2048,17-12-2013,7,Distributor,USD,AXW291,10,1,12,3906.1,46873.2,2695.209
2049,17-12-2013,46,Wholesale,USD,NXH382,54,13,10,2860.9,28609,1687.931
2050,18-12-2013,34,Distributor,USD,AXW291,31,7,12,931.3,11175.6,540.154
2051,18-12-2013,40,Wholesale,USD,NXH382,53,7,5,1072,5360,846.88
2052,18-12-2013,13,Export,USD,GUT930,32,9,8,241.2,1929.6,101.304
2053,18-12-2013,32,Wholesale,USD,AXW291,6,13,10,3691.7,36917,2584.19
2054,19-12-2013,30,Wholesale,USD,AXW291,16,5,6,857.6,5145.6,497.408
2055,19-12-2013,4,Wholesale,USD,AXW291,2,12,5,1185.9,5929.5,960.579
2056,19-12-2013,25,Distributor,USD,AXW291,18,7,9,5701.7,51315.3,4789.428
2057,19-12-2013,40,Distributor,USD,AXW291,25,14,12,3919.5,47034,1567.8
2058,20-12-2013,30,Wholesale,USD,GUT930,36,2,5,1051.9,5259.5,620.621
2059,20-12-2013,45,Wholesale,USD,NXH382,55,11,9,1018.4,9165.6,407.36
2060,20-12-2013,41,Wholesale,USD,AXW291,5,7,11,1212.7,13339.7,715.493
2061,20-12-2013,35,Wholesale,USD,GUT930,47,7,6,3075.3,18451.8,1998.945
2062,20-12-2013,29,Distributor,USD,GUT930,46,9,7,5587.8,39114.6,2682.144
2063,21-12-2013,4,Distributor,USD,AXW291,16,1,7,1125.6,7879.2,855.456
2064,21-12-2013,6,Wholesale,USD,GUT930,31,7,12,6083.6,73003.2,2737.62
2065,21-12-2013,31,Export,USD,NXH382,52,11,11,964.8,10612.8,665.712
2066,21-12-2013,27,Distributor,USD,NXH382,56,1,11,187.6,2063.6,133.196
2067,21-12-2013,12,Wholesale,USD,NXH382,59,2,12,703.5,8442,295.47
2068,22-12-2013,37,Wholesale,USD,AXW291,30,2,10,3832.4,38324,1877.876
2069,22-12-2013,34,Export,USD,AXW291,17,1,11,5661.5,62276.5,2321.215
2070,22-12-2013,50,Distributor,USD,AXW291,23,9,9,207.7,1869.3,159.929
2071,22-12-2013,20,Wholesale,USD,NXH382,51,12,7,3892.7,27248.9,3308.795
2072,22-12-2013,1,Wholesale,USD,NXH382,57,13,12,2519.2,30230.4,1713.056
2073,22-12-2013,41,Wholesale,USD,AXW291,12,11,7,2921.2,20448.4,1460.6
2074,22-12-2013,39,Wholesale,USD,AXW291,28,7,10,5594.5,55945,2517.525
2075,22-12-2013,27,Distributor,USD,AXW291,21,10,5,991.6,4958,743.7
2076,22-12-2013,13,Wholesale,USD,AXW291,12,11,12,891.1,10693.2,570.304
2077,23-12-2013,14,Distributor,USD,GUT930,43,1,11,5427,59697,2442.15
2078,23-12-2013,5,Wholesale,USD,AXW291,1,2,5,3999.9,19999.5,3279.918
2079,23-12-2013,34,Wholesale,USD,NXH382,50,5,5,1065.3,5326.5,521.997
2080,23-12-2013,41,Wholesale,USD,GUT930,35,10,12,174.2,2090.4,142.844
2081,24-12-2013,3,Wholesale,USD,NXH382,57,1,10,3819,38190,3131.58
2082,24-12-2013,38,Wholesale,USD,FLR025,61,2,6,1058.6,6351.6,730.434
2083,24-12-2013,48,Wholesale,USD,GUT930,45,11,11,3242.8,35670.8,2594.24
2084,24-12-2013,24,Distributor,USD,FLR025,63,7,8,6445.4,51563.2,4705.142
2085,24-12-2013,40,Wholesale,USD,AXW291,13,11,11,1085.4,11939.4,586.116
2086,24-12-2013,33,Export,USD,AXW291,18,2,7,3571.1,24997.7,1999.816
2087,24-12-2013,10,Wholesale,USD,NXH382,57,7,8,2398.6,19188.8,1319.23
2088,25-12-2013,8,Wholesale,USD,FLR025,64,5,6,1299.8,7798.8,1026.842
2089,25-12-2013,41,Distributor,USD,NXH382,49,1,6,877.7,5266.2,658.275
2090,25-12-2013,32,Wholesale,USD,AXW291,5,9,8,1018.4,8147.2,712.88
2091,25-12-2013,26,Export,USD,AXW291,23,2,8,3584.5,28676,2365.77
2092,25-12-2013,39,Distributor,USD,AXW291,16,1,10,991.6,9916,743.7
2093,25-12-2013,24,Export,USD,AXW291,3,2,9,6391.8,57526.2,3323.736
2094,26-12-2013,19,Wholesale,USD,AXW291,7,11,8,871,6968,644.54
2095,26-12-2013,18,Distributor,USD,NXH382,50,5,6,1112.2,6673.2,923.126
2096,26-12-2013,17,Export,USD,GUT930,45,7,5,1835.8,9179,844.468
2097,26-12-2013,39,Distributor,USD,FLR025,61,9,6,201,1206,90.45
2098,26-12-2013,38,Distributor,USD,AXW291,9,1,8,5038.4,40307.2,3526.88
2099,26-12-2013,32,Export,USD,FLR025,61,11,7,1098.8,7691.6,933.98
2100,26-12-2013,21,Wholesale,USD,GUT930,45,10,10,2271.3,22713,1703.475
2101,27-12-2013,5,Wholesale,USD,NXH382,52,1,7,1313.2,9192.4,617.204
2102,27-12-2013,19,Distributor,USD,AXW291,17,7,6,971.5,5829,388.6
2103,27-12-2013,11,Wholesale,USD,GUT930,42,1,7,1829.1,12803.7,1444.989
2104,27-12-2013,35,Wholesale,USD,GUT930,39,5,8,1735.3,13882.4,1370.887
2105,27-12-2013,21,Wholesale,USD,AXW291,5,10,5,3932.9,19664.5,1769.805
2106,27-12-2013,11,Wholesale,USD,GUT930,33,2,12,2653.2,31838.4,1804.176
2107,27-12-2013,31,Distributor,USD,NXH382,53,5,12,1882.7,22592.4,1355.544
2108,28-12-2013,48,Wholesale,USD,GUT930,39,7,8,3932.9,31463.2,2359.74
2109,28-12-2013,24,Wholesale,USD,NXH382,59,11,9,3912.8,35215.2,2034.656
2110,28-12-2013,38,Wholesale,USD,NXH382,54,7,11,978.2,10760.2,743.432
2111,28-12-2013,48,Wholesale,USD,GUT930,46,6,7,1842.5,12897.5,1197.625
2112,29-12-2013,7,Wholesale,USD,GUT930,39,11,10,254.6,2546,104.386
2113,29-12-2013,25,Wholesale,USD,AXW291,4,3,8,1065.3,8522.4,575.262
2114,29-12-2013,12,Distributor,USD,AXW291,8,2,9,3510.8,31597.2,2211.804
2115,29-12-2013,9,Wholesale,USD,GUT930,41,4,6,5701.7,34210.2,2907.867
2116,29-12-2013,39,Wholesale,USD,GUT930,36,2,11,3390.2,37292.2,2373.14
2117,29-12-2013,46,Distributor,USD,AXW291,16,2,6,2298.1,13788.6,1401.841
2118,29-12-2013,6,Wholesale,USD,NXH382,49,1,10,3959.7,39597,1663.074
2119,29-12-2013,22,Wholesale,USD,GUT930,44,11,5,2318.2,11591,1715.468
2120,29-12-2013,33,Wholesale,USD,FLR025,66,11,5,201,1005,82.41
2121,29-12-2013,26,Wholesale,USD,AXW291,26,2,10,2827.4,28274,2403.29
2122,29-12-2013,42,Wholesale,USD,AXW291,2,1,6,884.4,5306.4,689.832
2123,29-12-2013,45,Wholesale,USD,NXH382,54,11,5,3966.4,19832,2697.152
2124,29-12-2013,32,Wholesale,USD,NXH382,52,2,10,3899.4,38994,3314.49
2125,30-12-2013,38,Wholesale,USD,GUT930,36,1,8,770.5,6164,547.055
2126,30-12-2013,46,Distributor,USD,AXW291,17,14,7,1038.5,7269.5,633.485
2127,31-12-2013,31,Export,USD,AXW291,19,2,6,837.5,5025,661.625
2128,31-12-2013,43,Export,USD,AXW291,7,7,8,6545.9,52367.2,3076.573
2129,31-12-2013,14,Wholesale,USD,GUT930,45,2,10,254.6,2546,198.588
2130,31-12-2013,7,Export,USD,NXH382,53,3,6,174.2,1045.2,78.39
2131,31-12-2013,39,Distributor,USD,AXW291,4,2,11,1025.1,11276.1,768.825
2132,01-01-2014,3,Wholesale,USD,NXH382,50,3,7,1775.5,12428.5,727.955
2133,01-01-2014,41,Distributor,USD,FLR025,63,11,10,3390.2,33902,2000.218
2134,01-01-2014,7,Wholesale,USD,AXW291,31,7,7,234.5,1641.5,93.8
2135,01-01-2014,6,Wholesale,USD,NXH382,53,2,7,2385.2,16696.4,1454.972
2136,02-01-2014,18,Export,USD,GUT930,44,2,12,1038.5,12462,446.555
2137,02-01-2014,14,Distributor,USD,AXW291,13,11,12,2492.4,29908.8,1395.744
2138,02-01-2014,3,Distributor,USD,AXW291,10,1,6,1045.2,6271.2,595.764
2139,03-01-2014,34,Export,USD,NXH382,54,11,10,6177.4,61774,2779.83
2140,03-01-2014,47,Wholesale,USD,GUT930,42,13,12,2639.8,31677.6,1214.308
2141,03-01-2014,50,Wholesale,USD,GUT930,34,12,12,2532.6,30391.2,1316.952
2142,03-01-2014,35,Wholesale,USD,NXH382,51,5,11,1165.8,12823.8,687.822
2143,03-01-2014,35,Distributor,USD,GUT930,31,13,12,3959.7,47516.4,3207.357
2144,03-01-2014,20,Distributor,USD,AXW291,25,5,11,1125.6,12381.6,619.08
2145,03-01-2014,19,Wholesale,USD,AXW291,23,7,9,2331.6,20984.4,1282.38
2146,03-01-2014,33,Wholesale,USD,AXW291,22,7,11,1896.1,20857.1,1346.231
2147,03-01-2014,43,Wholesale,USD,NXH382,51,7,7,3953,27671,3320.52
2148,04-01-2014,49,Distributor,USD,NXH382,50,2,7,857.6,6003.2,634.624
2149,04-01-2014,33,Wholesale,USD,GUT930,42,11,6,5641.4,33848.4,3272.012
2150,04-01-2014,48,Wholesale,USD,AXW291,27,1,10,2217.7,22177,1552.39
2151,04-01-2014,37,Wholesale,USD,AXW291,7,5,9,1855.9,16703.1,1317.689
2152,05-01-2014,15,Wholesale,USD,AXW291,24,2,10,1976.5,19765,1581.2
2153,05-01-2014,5,Wholesale,USD,AXW291,14,11,6,1065.3,6391.8,628.527
2154,06-01-2014,36,Distributor,USD,GUT930,46,7,6,3872.6,23235.6,2594.642
2155,06-01-2014,24,Distributor,USD,AXW291,27,1,9,3886,34974,1826.42
2156,06-01-2014,10,Wholesale,USD,AXW291,14,11,7,268,1876,222.44
2157,06-01-2014,9,Wholesale,USD,GUT930,41,5,5,214.4,1072,92.192
2158,07-01-2014,12,Wholesale,USD,FLR025,63,7,5,676.7,3383.5,433.088
2159,07-01-2014,39,Distributor,USD,GUT930,32,7,11,1005,11055,412.05
2160,08-01-2014,47,Distributor,USD,NXH382,50,1,5,1065.3,5326.5,703.098
2161,08-01-2014,15,Wholesale,USD,FLR025,64,3,12,167.5,2010,113.9
2162,08-01-2014,11,Wholesale,USD,AXW291,9,9,9,1179.2,10612.8,837.232
2163,08-01-2014,5,Wholesale,USD,GUT930,33,10,8,5808.9,46471.2,3485.34
2164,08-01-2014,25,Wholesale,USD,AXW291,16,13,11,3772.1,41493.1,3093.122
2165,09-01-2014,25,Wholesale,USD,AXW291,12,9,7,3484,24388,1532.96
2166,09-01-2014,16,Export,USD,NXH382,52,5,11,1051.9,11570.9,420.76
2167,09-01-2014,1,Wholesale,USD,FLR025,61,7,12,207.7,2492.4,116.312
2168,09-01-2014,14,Wholesale,USD,AXW291,7,1,11,1708.5,18793.5,1195.95
2169,09-01-2014,30,Distributor,USD,AXW291,29,6,11,1118.9,12307.9,794.419
2170,09-01-2014,44,Wholesale,USD,GUT930,44,13,11,1896.1,20857.1,796.362
2171,09-01-2014,6,Wholesale,USD,GUT930,35,2,6,2271.3,13627.8,931.233
2172,09-01-2014,1,Export,USD,NXH382,55,1,5,5681.6,28408,3749.856
2173,09-01-2014,25,Distributor,USD,NXH382,60,11,6,1065.3,6391.8,607.221
2174,10-01-2014,46,Distributor,USD,GUT930,42,13,7,2579.5,18056.5,2140.985
2175,10-01-2014,38,Wholesale,USD,NXH382,50,13,7,3879.3,27155.1,2987.061
2176,10-01-2014,44,Distributor,USD,FLR025,60,9,9,2485.7,22371.3,1242.85
2177,10-01-2014,42,Distributor,USD,GUT930,41,1,5,931.3,4656.5,707.788
2178,10-01-2014,27,Wholesale,USD,NXH382,56,11,8,1112.2,8897.6,856.394
2179,10-01-2014,20,Export,USD,AXW291,18,2,5,1058.6,5293,465.784
2180,10-01-2014,42,Export,USD,AXW291,10,1,5,1018.4,5092,824.904
2181,10-01-2014,33,Wholesale,USD,NXH382,52,2,5,1882.7,9413.5,1091.966
2182,10-01-2014,12,Distributor,USD,AXW291,4,1,6,1025.1,6150.6,563.805
2183,10-01-2014,49,Wholesale,USD,NXH382,55,6,8,5882.6,47060.8,4176.646
2184,11-01-2014,17,Export,USD,AXW291,9,2,9,1125.6,10130.4,866.712
2185,11-01-2014,34,Wholesale,USD,AXW291,8,5,9,1165.8,10492.2,920.982
2186,11-01-2014,41,Wholesale,USD,AXW291,23,13,12,5353.3,64239.6,3533.178
2187,11-01-2014,32,Distributor,USD,AXW291,19,1,11,3979.8,43777.8,1989.9
2188,11-01-2014,13,Wholesale,USD,AXW291,4,9,11,194.3,2137.3,126.295
2189,11-01-2014,21,Distributor,USD,GUT930,45,1,11,3852.5,42377.5,2812.325
2190,11-01-2014,19,Export,USD,FLR025,62,2,12,6083.6,73003.2,2555.112
2191,11-01-2014,37,Wholesale,USD,FLR025,66,9,8,6190.8,49526.4,2538.228
2192,12-01-2014,44,Wholesale,USD,GUT930,46,10,10,3852.5,38525,2966.425
2193,12-01-2014,50,Distributor,USD,GUT930,46,7,12,1735.3,20823.6,850.297
2194,12-01-2014,27,Wholesale,USD,AXW291,26,11,7,2680,18760,1098.8
2195,12-01-2014,48,Wholesale,USD,AXW291,24,1,7,1675,11725,686.75
2196,12-01-2014,23,Wholesale,USD,GUT930,44,1,10,1681.7,16817,908.118
2197,12-01-2014,38,Wholesale,USD,NXH382,57,2,9,3892.7,35034.3,2374.547
2198,12-01-2014,48,Export,USD,FLR025,64,2,6,3979.8,23878.8,1870.506
2199,12-01-2014,41,Export,USD,GUT930,43,2,10,1152.4,11524,507.056
2200,12-01-2014,38,Distributor,USD,FLR025,63,4,9,3819,34371,1565.79
2201,12-01-2014,24,Export,USD,NXH382,49,3,8,2385.2,19081.6,1955.864
2202,13-01-2014,8,Wholesale,USD,AXW291,20,2,9,3879.3,34913.7,2056.029
2203,13-01-2014,18,Wholesale,USD,AXW291,6,2,9,3819,34371,2405.97
2204,13-01-2014,49,Wholesale,USD,NXH382,47,11,12,207.7,2492.4,141.236
2205,13-01-2014,33,Wholesale,USD,GUT930,32,5,10,1105.5,11055,884.4
2206,13-01-2014,25,Wholesale,USD,AXW291,14,11,8,174.2,1393.6,109.746
2207,13-01-2014,5,Wholesale,USD,AXW291,12,9,6,1018.4,6110.4,773.984
2208,14-01-2014,43,Wholesale,USD,AXW291,16,11,8,2525.9,20207.2,1161.914
2209,14-01-2014,3,Export,USD,NXH382,52,11,8,3859.2,30873.6,2354.112
2210,14-01-2014,20,Distributor,USD,FLR025,62,1,8,2378.5,19028,1522.24
2211,14-01-2014,11,Wholesale,USD,AXW291,20,7,9,2010,18090,1386.9
2212,14-01-2014,6,Distributor,USD,AXW291,15,5,10,3865.9,38659,1585.019
2213,15-01-2014,30,Wholesale,USD,AXW291,6,1,5,1701.8,8509,1242.314
2214,15-01-2014,49,Wholesale,USD,GUT930,32,7,9,1889.4,17004.6,944.7
2215,15-01-2014,3,Export,USD,GUT930,32,14,6,221.1,1326.6,114.972
2216,15-01-2014,4,Distributor,USD,AXW291,21,2,11,984.9,10833.9,492.45
2217,15-01-2014,21,Wholesale,USD,AXW291,2,14,9,1098.8,9889.2,483.472
2218,15-01-2014,34,Wholesale,USD,AXW291,19,11,6,931.3,5587.8,577.406
2219,15-01-2014,41,Export,USD,GUT930,39,13,5,5641.4,28207,4456.706
2220,16-01-2014,28,Wholesale,USD,NXH382,57,2,11,1065.3,11718.3,788.322
2221,16-01-2014,7,Distributor,USD,AXW291,8,9,11,1058.6,11644.6,857.466
2222,16-01-2014,19,Wholesale,USD,AXW291,2,1,12,1842.5,22110,902.825
2223,16-01-2014,21,Distributor,USD,GUT930,33,2,11,2840.8,31248.8,1619.256
2224,17-01-2014,48,Export,USD,FLR025,61,1,9,3886,34974,2020.72
2225,17-01-2014,26,Wholesale,USD,NXH382,51,2,7,1869.3,13085.1,1084.194
2226,17-01-2014,30,Export,USD,NXH382,58,7,5,1072,5360,825.44
2227,18-01-2014,41,Distributor,USD,NXH382,55,2,8,1319.9,10559.2,857.935
2228,18-01-2014,39,Export,USD,GUT930,35,2,6,3832.4,22994.4,1762.904
2229,18-01-2014,14,Wholesale,USD,AXW291,26,5,8,2653.2,21225.6,2069.496
2230,19-01-2014,4,Wholesale,USD,NXH382,55,2,7,1715.2,12006.4,1149.184
2231,19-01-2014,22,Wholesale,USD,GUT930,44,8,5,3437.1,17185.5,1615.437
2232,19-01-2014,4,Wholesale,USD,AXW291,16,5,9,3852.5,34672.5,2581.175
2233,19-01-2014,6,Wholesale,USD,FLR025,64,8,8,1989.9,15919.2,1552.122
2234,20-01-2014,23,Distributor,USD,AXW291,23,11,6,1118.9,6713.4,827.986
2235,20-01-2014,40,Distributor,USD,GUT930,44,11,11,1092.1,12013.1,709.865
2236,20-01-2014,29,Export,USD,NXH382,54,1,8,2405.3,19242.4,1154.544
2237,20-01-2014,4,Wholesale,USD,GUT930,43,14,10,1038.5,10385,446.555
2238,20-01-2014,21,Wholesale,USD,AXW291,17,6,7,1031.8,7222.6,546.854
2239,20-01-2014,29,Distributor,USD,AXW291,28,12,12,2532.6,30391.2,1443.582
2240,20-01-2014,31,Distributor,USD,AXW291,25,13,10,2552.7,25527,1557.147
2241,21-01-2014,9,Export,USD,NXH382,49,1,10,1802.3,18023,829.058
2242,21-01-2014,40,Distributor,USD,NXH382,58,9,6,1085.4,6512.4,694.656
2243,21-01-2014,35,Distributor,USD,FLR025,66,13,11,3363.4,36997.4,2354.38
2244,21-01-2014,32,Wholesale,USD,GUT930,35,7,8,5701.7,45613.6,2280.68
2245,21-01-2014,6,Wholesale,USD,FLR025,64,1,9,174.2,1567.8,125.424
2246,22-01-2014,11,Distributor,USD,AXW291,31,2,11,1065.3,11718.3,671.139
2247,22-01-2014,46,Export,USD,NXH382,50,8,8,1105.5,8844,928.62
2248,22-01-2014,40,Wholesale,USD,FLR025,63,7,6,167.5,1005,108.875
2249,22-01-2014,24,Distributor,USD,NXH382,54,2,11,3752,41272,3001.6
2250,22-01-2014,41,Wholesale,USD,NXH382,51,9,8,703.5,5628,576.87
2251,22-01-2014,19,Distributor,USD,GUT930,32,2,5,1795.6,8978,772.108
2252,23-01-2014,45,Wholesale,USD,AXW291,10,13,8,3899.4,31195.2,2300.646
2253,23-01-2014,48,Export,USD,AXW291,24,6,9,991.6,8924.4,803.196
2254,23-01-2014,13,Wholesale,USD,FLR025,65,13,6,2539.3,15235.8,1193.471
2255,23-01-2014,34,Export,USD,GUT930,43,2,8,1051.9,8415.2,704.773
2256,24-01-2014,24,Wholesale,USD,GUT930,32,4,6,911.2,5467.2,501.16
